COMMON_NAME,SCIENTIFIC_NAME,TipLabel,class,order,family,adult_body_mass_g,female_body_mass_g,male_body_mass_g
White-winged Robin,Peneothello sigillata,Peneothello_sigillatus,Aves,Passeriformes,Petroicidae,22.6,-999,-999
New Zealand Robin,Petroica australis,Petroica_australis,Aves,Passeriformes,Petroicidae,33.1,32.2,35.15
Mountain Robin,Petroica bivittata,Petroica_bivittata,Aves,Passeriformes,Petroicidae,9,-999,-999
Scarlet Robin,Petroica boodang,Petroica_multicolor,Aves,Passeriformes,Petroicidae,12.1,12.5,10.5
Red-capped Robin,Petroica goodenovii,Petroica_goodenovii,Aves,Passeriformes,Petroicidae,8.875,9.1,8.6
Tomtit,Petroica macrocephala,Petroica_macrocephala,Aves,Passeriformes,Petroicidae,11.6,11.5,12
Pacific Robin,Petroica multicolor,Petroica_multicolor,Aves,Passeriformes,Petroicidae,12.1,12.5,10.5
Flame Robin,Petroica phoenicea,Petroica_phoenicea,Aves,Passeriformes,Petroicidae,13,13.8,13.3
Pink Robin,Petroica rodinogaster,Petroica_rodinogaster,Aves,Passeriformes,Petroicidae,10.25,10.6,9.9
Rose Robin,Petroica rosea,Petroica_rosea,Aves,Passeriformes,Petroicidae,8.2,8,8.3
Black Robin,Petroica traversi,Petroica_traversi,Aves,Passeriformes,Petroicidae,23.5,-999,-999
Black-throated Robin,Poecilodryas albonotata,Poecilodryas_albonotata,Aves,Passeriformes,Petroicidae,38.675,-999,-999
Black-chinned Robin,Poecilodryas brachyura,Poecilodryas_brachyura,Aves,Passeriformes,Petroicidae,25.1,-999,-999
Buff-sided Robin,Poecilodryas cerviniventris,Poecilodryas_cerviniventris,Aves,Passeriformes,Petroicidae,19.9,18,21.8
Black-sided Robin,Poecilodryas hypoleuca,Poecilodryas_hypoleuca,Aves,Passeriformes,Petroicidae,19.25,-999,-999
Banded Yellow Robin,Poecilodryas placens,Poecilodryas_placens,Aves,Passeriformes,Petroicidae,25.5,24,27
White-browed Robin,Poecilodryas superciliosa,Poecilodryas_superciliosa,Aves,Passeriformes,Petroicidae,19.9,18,21.8
Pale-yellow Robin,Tregellasia capito,Tregellasia_capito,Aves,Passeriformes,Petroicidae,13.9,12.2,14.4
White-faced Robin,Tregellasia leucops,Tregellasia_leucops,Aves,Passeriformes,Petroicidae,15.975,15.025,16.5
Olive Warbler,Peucedramus taeniatus,Peucedramus_taeniatus,Aves,Passeriformes,Peucedramidae,11,11.5,10.8
Tickell's Leaf Warbler,Phylloscopus affinis,Phylloscopus_affinis,Aves,Passeriformes,Phylloscopidae,6,5,-999
Yellow-streaked Warbler,Phylloscopus armandii,Phylloscopus_armandii,Aves,Passeriformes,Phylloscopidae,9.425,-999,-999
Western Bonelli's Warbler,Phylloscopus bonelli,Phylloscopus_bonelli,Aves,Passeriformes,Phylloscopidae,8.9,8.9,8.5
Arctic Warbler,Phylloscopus borealis,Phylloscopus_borealis,Aves,Passeriformes,Phylloscopidae,10,9.3,9.7
Sakhalin Leaf Warbler,Phylloscopus borealoides,Phylloscopus_borealoides,Aves,Passeriformes,Phylloscopidae,9.8,-999,-999
Uganda Woodland Warbler,Phylloscopus budongoensis,Phylloscopus_budongoensis,Aves,Passeriformes,Phylloscopidae,8.2,7.5,8.5
Canary Islands Chiffchaff,Phylloscopus canariensis,Phylloscopus_canariensis,Aves,Passeriformes,Phylloscopidae,8.3,7.1,7.9
Yellow-vented Warbler,Phylloscopus cantator,Phylloscopus_cantator,Aves,Passeriformes,Phylloscopidae,6,-999,-999
Lemon-throated Leaf Warbler,Phylloscopus cebuensis,Phylloscopus_cebuensis,Aves,Passeriformes,Phylloscopidae,9.1,-999,-999
Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopus_chloronotus,Aves,Passeriformes,Phylloscopidae,6,6,6
Claudia's Leaf Warbler,Phylloscopus claudiae,Phylloscopus_claudiae,Aves,Passeriformes,Phylloscopidae,6.9,6,-999
Common Chiffchaff,Phylloscopus collybita,Phylloscopus_collybita,Aves,Passeriformes,Phylloscopidae,8.3,7.1,7.9
Eastern Crowned Warbler,Phylloscopus coronatus,Phylloscopus_coronatus,Aves,Passeriformes,Phylloscopidae,10.3,-999,-999
Davison's Leaf Warbler,Phylloscopus davisoni,Phylloscopus_davisoni,Aves,Passeriformes,Phylloscopidae,6.65,-999,-999
Sichuan Leaf Warbler,Phylloscopus forresti,Phylloscopus_forresti,Aves,Passeriformes,Phylloscopidae,6,6,6
Smoky Warbler,Phylloscopus fuligiventer,Phylloscopus_fuligiventer,Aves,Passeriformes,Phylloscopidae,9.125,9.7,9
Dusky Warbler,Phylloscopus fuscatus,Phylloscopus_fuscatus,Aves,Passeriformes,Phylloscopidae,9,9.7,9
Hartert's Leaf Warbler,Phylloscopus goodsoni,Phylloscopus_goodsoni,Aves,Passeriformes,Phylloscopidae,6.9,6,-999
Sulphur-bellied Warbler,Phylloscopus griseolus,Phylloscopus_griseolus,Aves,Passeriformes,Phylloscopidae,8,8,-999
Black-capped Woodland Warbler,Phylloscopus herberti,Phylloscopus_herberti,Aves,Passeriformes,Phylloscopidae,9,9,-999
Hume's Leaf Warbler,Phylloscopus humei,Phylloscopus_humei,Aves,Passeriformes,Phylloscopidae,6.7625,7.15,6.6
Iberian Chiffchaff,Phylloscopus ibericus,Phylloscopus_ibericus,Aves,Passeriformes,Phylloscopidae,8,7.1,7.9
Ijima's Leaf Warbler,Phylloscopus ijimae,Phylloscopus_ijimae,Aves,Passeriformes,Phylloscopidae,8.7,-999,-999
Yellow-browed Warbler,Phylloscopus inornatus,Phylloscopus_inornatus,Aves,Passeriformes,Phylloscopidae,6.7625,7.15,6.6
Red-faced Woodland Warbler,Phylloscopus laetus,Phylloscopus_laetus,Aves,Passeriformes,Phylloscopidae,9.55,9.2,9.9
Laura's Woodland Warbler,Phylloscopus laurae,Phylloscopus_laurae,Aves,Passeriformes,Phylloscopidae,8.5,-999,-999
Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopus_maculipennis,Aves,Passeriformes,Phylloscopidae,5.175,-999,-999
Large-billed Leaf Warbler,Phylloscopus magnirostris,Phylloscopus_magnirostris,Aves,Passeriformes,Phylloscopidae,11.625,-999,11.625
Makira Leaf Warbler,Phylloscopus makirensis,Phylloscopus_makirensis,Aves,Passeriformes,Phylloscopidae,9.225,-999,-999
Plain Leaf Warbler,Phylloscopus neglectus,Phylloscopus_neglectus,Aves,Passeriformes,Phylloscopidae,5.3,-999,-999
Green Warbler,Phylloscopus nitidus,Phylloscopus_nitidus,Aves,Passeriformes,Phylloscopidae,7.85,7,8
Western Crowned Warbler,Phylloscopus occipitalis,Phylloscopus_occipitalis,Aves,Passeriformes,Phylloscopidae,9.25,-999,-999
Kloss's Leaf Warbler,Phylloscopus ogilviegranti,Phylloscopus_ogilviegranti,Aves,Passeriformes,Phylloscopidae,6.65,-999,-999
Philippine Leaf Warbler,Phylloscopus olivaceus,Phylloscopus_olivaceus,Aves,Passeriformes,Phylloscopidae,9.75,9.35,10.275
Eastern Bonelli's Warbler,Phylloscopus orientalis,Phylloscopus_orientalis,Aves,Passeriformes,Phylloscopidae,8.8,8.9,8.5
Pallas's Leaf Warbler,Phylloscopus proregulus,Phylloscopus_proregulus,Aves,Passeriformes,Phylloscopidae,6,6,6
Buff-barred Warbler,Phylloscopus pulcher,Phylloscopus_pulcher,Aves,Passeriformes,Phylloscopidae,6.775,-999,-999
Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopus_reguloides,Aves,Passeriformes,Phylloscopidae,6.9,6,-999
Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,Phylloscopus_ruficapilla,Aves,Passeriformes,Phylloscopidae,7.7,-999,-999
Radde's Warbler,Phylloscopus schwarzi,Phylloscopus_schwarzi,Aves,Passeriformes,Phylloscopidae,11.5,10,13
Wood Warbler,Phylloscopus sibilatrix,Phylloscopus_sibilatrix,Aves,Passeriformes,Phylloscopidae,9.95,10.05,10.1
Mountain Chiffchaff,Phylloscopus sindianus,Phylloscopus_sindianus,Aves,Passeriformes,Phylloscopidae,7.3,-999,-999
Buff-throated Warbler,Phylloscopus subaffinis,Phylloscopus_subaffinis,Aves,Passeriformes,Phylloscopidae,6.2,5,6.2
Brooks's Leaf Warbler,Phylloscopus subviridis,Phylloscopus_subviridis,Aves,Passeriformes,Phylloscopidae,5.5,-999,-999
Pale-legged Leaf Warbler,Phylloscopus tenellipes,Phylloscopus_tenellipes,Aves,Passeriformes,Phylloscopidae,11.8,8.6,11.825
Mountain Leaf Warbler,Phylloscopus trivirgatus,Phylloscopus_trivirgatus,Aves,Passeriformes,Phylloscopidae,9,8.5,-999
Greenish Warbler,Phylloscopus trochiloides,Phylloscopus_trochiloides,Aves,Passeriformes,Phylloscopidae,7.85,7,8
Willow Warbler,Phylloscopus trochilus,Phylloscopus_trochilus,Aves,Passeriformes,Phylloscopidae,8.85,8.8,9.2
Tytler's Leaf Warbler,Phylloscopus tytleri,Phylloscopus_tytleri,Aves,Passeriformes,Phylloscopidae,7.2,-999,-999
Brown Woodland Warbler,Phylloscopus umbrovirens,Phylloscopus_umbrovirens,Aves,Passeriformes,Phylloscopidae,8.6,11,9.5
Grey-hooded Warbler,Phylloscopus xanthoschistos,Phylloscopus_xanthoschistos,Aves,Passeriformes,Phylloscopidae,7.025,6.8,7.25
Chinese Leaf Warbler,Phylloscopus yunnanensis,Phylloscopus_yunnanensis,Aves,Passeriformes,Phylloscopidae,3.5,-999,-999
White-spectacled Warbler,Seicercus affinis,Seicercus_affinis,Aves,Passeriformes,Phylloscopidae,7,-999,-999
Green-crowned Warbler,Seicercus burkii,Seicercus_burkii,Aves,Passeriformes,Phylloscopidae,6.975,-999,-999
Chestnut-crowned Warbler,Seicercus castaniceps,Seicercus_castaniceps,Aves,Passeriformes,Phylloscopidae,5.15,-999,-999
Yellow-breasted Warbler,Seicercus montis,Seicercus_montis,Aves,Passeriformes,Phylloscopidae,6.2,-999,-999
Grey-cheeked Warbler,Seicercus poliogenys,Seicercus_poliogenys,Aves,Passeriformes,Phylloscopidae,6.4,-999,-999
Grey-crowned Warbler,Seicercus tephrocephalus,Seicercus_tephrocephalus,Aves,Passeriformes,Phylloscopidae,6.975,-999,-999
Bianchi's Warbler,Seicercus valentini,Seicercus_valentini,Aves,Passeriformes,Phylloscopidae,6.975,-999,-999
Whistler's Warbler,Seicercus whistleri,Seicercus_whistleri,Aves,Passeriformes,Phylloscopidae,6.975,-999,-999
White-necked Rockfowl,Picathartes gymnocephalus,Picathartes_gymnocephalus,Aves,Passeriformes,Picathartidae,196,196,-999
Grey-necked Rockfowl,Picathartes oreas,Picathartes_oreas,Aves,Passeriformes,Picathartidae,220.5,-999,-999
Araripe Manakin,Antilophia bokermanni,Antilophia_bokermanni,Aves,Passeriformes,Pipridae,19.75,-999,-999
Helmeted Manakin,Antilophia galeata,Antilophia_galeata,Aves,Passeriformes,Pipridae,22.325,22.45,21.425
Yungas Manakin,Chiroxiphia boliviana,Chiroxiphia_boliviana,Aves,Passeriformes,Pipridae,16.9,17.65,16.35
Blue Manakin,Chiroxiphia caudata,Chiroxiphia_caudata,Aves,Passeriformes,Pipridae,25.6,-999,-999
Lance-tailed Manakin,Chiroxiphia lanceolata,Chiroxiphia_lanceolata,Aves,Passeriformes,Pipridae,18.5,-999,-999
Long-tailed Manakin,Chiroxiphia linearis,Chiroxiphia_linearis,Aves,Passeriformes,Pipridae,17.9,17.9,18.5
Blue-backed Manakin,Chiroxiphia pareola,Chiroxiphia_pareola,Aves,Passeriformes,Pipridae,16.85,17.4,16.3
White-ruffed Manakin,Corapipo altera,Corapipo_altera,Aves,Passeriformes,Pipridae,11.8,12.6,10.9
White-throated Manakin,Corapipo gutturalis,Corapipo_gutturalis,Aves,Passeriformes,Pipridae,8.2,-999,-999
White-bibbed Manakin,Corapipo leucorrhoa,Corapipo_leucorrhoa,Aves,Passeriformes,Pipridae,11.7,12.7,10.7
Round-tailed Manakin,Dixiphia chloromeros,Pipra_chloromeros,Aves,Passeriformes,Pipridae,16.5,-999,-999
Scarlet-horned Manakin,Dixiphia cornuta,Pipra_cornuta,Aves,Passeriformes,Pipridae,25.15,25.15,-999
Golden-headed Manakin,Dixiphia erythrocephala,Pipra_erythrocephala,Aves,Passeriformes,Pipridae,13.6,14.1,12.8
Red-capped Manakin,Dixiphia mentalis,Pipra_mentalis,Aves,Passeriformes,Pipridae,14.925,16.05,17.5
White-crowned Manakin,Dixiphia pipra,Pipra_pipra,Aves,Passeriformes,Pipridae,11.15,12,10.3
Red-headed Manakin,Dixiphia rubrocapilla,Pipra_rubrocapilla,Aves,Passeriformes,Pipridae,11.8,-999,-999
Orange-crested Manakin,Heterocercus aurantiivertex,Heterocercus_aurantiivertex,Aves,Passeriformes,Pipridae,21.5,-999,-999
Yellow-crested Manakin,Heterocercus flavivertex,Heterocercus_flavivertex,Aves,Passeriformes,Pipridae,21.225,-999,-999
Flame-crested Manakin,Heterocercus linteatus,Heterocercus_linteatus,Aves,Passeriformes,Pipridae,21.375,-999,-999
Pin-tailed Manakin,Ilicura militaris,Ilicura_militaris,Aves,Passeriformes,Pipridae,13.975,-999,13.975
Cerulean-capped Manakin,Lepidothrix coeruleocapilla,Lepidothrix_coeruleocapilla,Aves,Passeriformes,Pipridae,9.7,10.5,8.9
Blue-crowned Manakin,Lepidothrix coronata,Lepidothrix_coronata,Aves,Passeriformes,Pipridae,8.233333333,8.6,8.05
Opal-crowned Manakin,Lepidothrix iris,Lepidothrix_iris,Aves,Passeriformes,Pipridae,8,-999,-999
Blue-rumped Manakin,Lepidothrix isidorei,Lepidothrix_isidorei,Aves,Passeriformes,Pipridae,7.8,-999,-999
Snow-capped Manakin,Lepidothrix nattereri,Lepidothrix_nattereri,Aves,Passeriformes,Pipridae,8.375,8.775,7.975
White-fronted Manakin,Lepidothrix serena,Lepidothrix_serena,Aves,Passeriformes,Pipridae,11.4,-999,-999
Orange-bellied Manakin,Lepidothrix suavissima,Lepidothrix_suavissima,Aves,Passeriformes,Pipridae,8.5,-999,8.5
Club-winged Manakin,Machaeropterus deliciosus,Machaeropterus_deliciosus,Aves,Passeriformes,Pipridae,13.6,-999,-999
Fiery-capped Manakin,Machaeropterus pyrocephalus,Machaeropterus_pyrocephalus,Aves,Passeriformes,Pipridae,9.6,9.4,9.725
Eastern Striped Manakin,Machaeropterus regulus,Machaeropterus_regulus,Aves,Passeriformes,Pipridae,9.35,9.1,9.6
Orange-collared Manakin,Manacus aurantiacus,Manacus_aurantiacus,Aves,Passeriformes,Pipridae,16.8,16.8,18.5
White-collared Manakin,Manacus candei,Manacus_candei,Aves,Passeriformes,Pipridae,17.75,16.8,18.5
White-bearded Manakin,Manacus manacus,Manacus_manacus,Aves,Passeriformes,Pipridae,17.225,16.8,18.5
Golden-collared Manakin,Manacus vitellinus,Manacus_vitellinus,Aves,Passeriformes,Pipridae,17.5,16.95,18.5
Golden-winged Manakin,Masius chrysopterus,Masius_chrysopterus,Aves,Passeriformes,Pipridae,11,11.75,10.425
Wied's Tyrant-Manakin,Neopelma aurifrons,Neopelma_aurifrons,Aves,Passeriformes,Pipridae,14.1,-999,-999
Saffron-crested Tyrant-Manakin,Neopelma chrysocephalum,Neopelma_chrysocephalum,Aves,Passeriformes,Pipridae,15.35,-999,-999
Serra do Mar Tyrant-Manakin,Neopelma chrysolophum,Neopelma_chrysolophum,Aves,Passeriformes,Pipridae,14.1,-999,-999
Pale-bellied Tyrant-Manakin,Neopelma pallescens,Neopelma_pallescens,Aves,Passeriformes,Pipridae,18.2,-999,-999
Sulphur-bellied Tyrant-Manakin,Neopelma sulphureiventer,Neopelma_sulphureiventer,Aves,Passeriformes,Pipridae,15.85,13.7,18
Crimson-hooded Manakin,Pipra aureola,Pipra_aureola,Aves,Passeriformes,Pipridae,16.25,16.625,15.9
Band-tailed Manakin,Pipra fasciicauda,Pipra_fasciicauda,Aves,Passeriformes,Pipridae,15.9,-999,-999
Wire-tailed Manakin,Pipra filicauda,Pipra_filicauda,Aves,Passeriformes,Pipridae,15.4,14,13.8
Dwarf Tyrant-Manakin,Tyranneutes stolzmanni,Tyranneutes_stolzmanni,Aves,Passeriformes,Pipridae,7.2,-999,-999
Tiny Tyrant-Manakin,Tyranneutes virescens,Tyranneutes_virescens,Aves,Passeriformes,Pipridae,7.025,7.425,6.725
Black Manakin,Xenopipo atronitens,Xenopipo_atronitens,Aves,Passeriformes,Pipridae,15.5,16,15.3
Yellow-headed Manakin,Xenopipo flavicapilla,Xenopipo_flavicapilla,Aves,Passeriformes,Pipridae,17.975,17.975,-999
Green Manakin,Xenopipo holochlora,Xenopipo_holochlora,Aves,Passeriformes,Pipridae,15.2,-999,-999
Jet Manakin,Xenopipo unicolor,Xenopipo_unicolor,Aves,Passeriformes,Pipridae,15.5,-999,-999
Olive Manakin,Xenopipo uniformis,Xenopipo_uniformis,Aves,Passeriformes,Pipridae,16.8,16.65,19
Blue-banded Pitta,Erythropitta arquata,Pitta_arcuata,Aves,Passeriformes,Pittidae,-999,-999,-999
Red-bellied Pitta,Erythropitta erythrogaster,Pitta_erythrogaster,Aves,Passeriformes,Pittidae,75.1,90.5,89.1
Garnet Pitta,Erythropitta granatina,Pitta_granatina,Aves,Passeriformes,Pittidae,55.4,55.4,-999
Whiskered Pitta,Erythropitta kochi,Pitta_kochi,Aves,Passeriformes,Pittidae,116,116,-999
Graceful Pitta,Erythropitta venusta,Pitta_venusta,Aves,Passeriformes,Pittidae,-999,-999,-999
Blue-headed Pitta,Hydrornis baudii,Pitta_baudii,Aves,Passeriformes,Pittidae,-999,-999,-999
Giant Pitta,Hydrornis caeruleus,Pitta_caerulea,Aves,Passeriformes,Pittidae,202,-999,202
Blue Pitta,Hydrornis cyaneus,Pitta_cyanea,Aves,Passeriformes,Pittidae,109.75,-999,109.5
Gurney's Pitta,Hydrornis gurneyi,Pitta_gurneyi,Aves,Passeriformes,Pittidae,60.5,-999,60.5
Blue-naped Pitta,Hydrornis nipalensis,Pitta_nipalensis,Aves,Passeriformes,Pittidae,119.5,-999,-999
Rusty-naped Pitta,Hydrornis oatesi,Pitta_oatesi,Aves,Passeriformes,Pittidae,120.25,-999,-999
Blue-rumped Pitta,Hydrornis soror,Pitta_soror,Aves,Passeriformes,Pittidae,114.5,-999,-999
Black-faced Pitta,Pitta anerythra,Pitta_anerythra,Aves,Passeriformes,Pittidae,86,-999,86
African Pitta,Pitta angolensis,Pitta_angolensis,Aves,Passeriformes,Pittidae,82.05,-999,65.35
Indian Pitta,Pitta brachyura,Pitta_brachyura,Aves,Passeriformes,Pittidae,56.5,55.5,61
Elegant Pitta,Pitta elegans,Pitta_elegans,Aves,Passeriformes,Pittidae,89.45,98.2,99.3
Rainbow Pitta,Pitta iris,Pitta_iris,Aves,Passeriformes,Pittidae,77.05,82.6,80.8
Ivory-breasted Pitta,Pitta maxima,Pitta_maxima,Aves,Passeriformes,Pittidae,190,-999,190
Mangrove Pitta,Pitta megarhyncha,Pitta_megarhyncha,Aves,Passeriformes,Pittidae,74.25,-999,-999
Blue-winged Pitta,Pitta moluccensis,Pitta_moluccensis,Aves,Passeriformes,Pittidae,74.25,-999,-999
Fairy Pitta,Pitta nympha,Pitta_nympha,Aves,Passeriformes,Pittidae,109,71.5,110.125
Green-breasted Pitta,Pitta reichenowi,Pitta_reichenowi,Aves,Passeriformes,Pittidae,82.05,-999,65.35
Hooded Pitta,Pitta sordida,Pitta_sordida,Aves,Passeriformes,Pittidae,64,-999,64
Azure-breasted Pitta,Pitta steerii,Pitta_steerii,Aves,Passeriformes,Pittidae,93.025,-999,-999
-999,Pitta ussheri,Pitta_ussheri,Aves,Passeriformes,Pittidae,-999,-999,-999
Noisy Pitta,Pitta versicolor,Pitta_versicolor,Aves,Passeriformes,Pittidae,90.75,98.2,99.3
Bornean Bristlehead,Pityriasis gymnocephala,Pityriasis_gymnocephala,Aves,Passeriformes,Pityriaseidae,129,140,118
Cape Batis,Batis capensis,Batis_capensis,Aves,Passeriformes,Platysteiridae,11.65,11.75,11.8
Ruwenzori Batis,Batis diops,Batis_diops,Aves,Passeriformes,Platysteiridae,12.6,12.4,12.8
Woodward's Batis,Batis fratrum,Batis_fratrum,Aves,Passeriformes,Platysteiridae,11.95,11.7,12.2
Margaret's Batis,Batis margaritae,Batis_margaritae,Aves,Passeriformes,Platysteiridae,12.65,14.1,12.3
Gabon Batis,Batis minima,Batis_minima,Aves,Passeriformes,Platysteiridae,10,-999,-999
Eastern Black-headed Batis,Batis minor,Batis_minor,Aves,Passeriformes,Platysteiridae,12.5,-999,-999
Angolan Batis,Batis minulla,Batis_minulla,Aves,Passeriformes,Platysteiridae,9.875,-999,-999
Forest Batis,Batis mixta,Batis_mixta,Aves,Passeriformes,Platysteiridae,12.05,9.4,8.8
Chinspot Batis,Batis molitor,Batis_molitor,Aves,Passeriformes,Platysteiridae,11,10.8,11
Grey-headed Batis,Batis orientalis,Batis_orientalis,Aves,Passeriformes,Platysteiridae,10.175,9.5,9
Pygmy Batis,Batis perkeo,Batis_perkeo,Aves,Passeriformes,Platysteiridae,6.95,7.3,6.5
Fernando Po Batis,Batis poensis,Batis_poensis,Aves,Passeriformes,Platysteiridae,9.05,8.9,9.1
Pririt Batis,Batis pririt,Batis_pririt,Aves,Passeriformes,Platysteiridae,9.7,9.7,9.35
Senegal Batis,Batis senegalensis,Batis_senegalensis,Aves,Passeriformes,Platysteiridae,9.5,9.3,10
Pale Batis,Batis soror,Batis_soror,Aves,Passeriformes,Platysteiridae,9.55,9.5,9.6
Black-and-white Shrike-flycatcher,Bias musicus,Bias_musicus,Aves,Passeriformes,Platysteiridae,21.9,21.3,22.1
White-tailed Shrike,Lanioturdus torquatus,Lanioturdus_torquatus,Aves,Passeriformes,Platysteiridae,33.75,-999,-999
African Shrike-flycatcher,Megabyas flammulatus,Megabyas_flammulatus,Aves,Passeriformes,Platysteiridae,28.075,27,29.15
White-fronted Wattle-eye,Platysteira albifrons,Platysteira_albifrons,Aves,Passeriformes,Platysteiridae,12.175,-999,-999
Red-cheeked Wattle-eye,Platysteira blissetti,Platysteira_blissetti,Aves,Passeriformes,Platysteiridae,11.7,12.5,-999
Chestnut Wattle-eye,Platysteira castanea,Platysteira_castanea,Aves,Passeriformes,Platysteiridae,13.95,13.55,14.3
Black-necked Wattle-eye,Platysteira chalybea,Platysteira_chalybea,Aves,Passeriformes,Platysteiridae,11.85,-999,-999
Yellow-bellied Wattle-eye,Platysteira concreta,Platysteira_concreta,Aves,Passeriformes,Platysteiridae,12,13,12.5
Brown-throated Wattle-eye,Platysteira cyanea,Platysteira_cyanea,Aves,Passeriformes,Platysteiridae,14.6,15.3,15
Jameson's Wattle-eye,Platysteira jamesoni,Platysteira_jamesoni,Aves,Passeriformes,Platysteiridae,11.75,10.8,12.6
Banded Wattle-eye,Platysteira laticincta,Platysteira_laticincta,Aves,Passeriformes,Platysteiridae,14.25,-999,-999
Black-throated Wattle-eye,Platysteira peltata,Platysteira_peltata,Aves,Passeriformes,Platysteiridae,14,14.5,14.45
White-spotted Wattle-eye,Platysteira tonsa,Platysteira_tonsa,Aves,Passeriformes,Platysteiridae,11.5,-999,11.5
Thick-billed Weaver,Amblyospiza albifrons,Amblyospiza_albifrons,Aves,Passeriformes,Ploceidae,38.4,36.5,44.6
Red-headed Weaver,Anaplectes rubriceps,Anaplectes_rubriceps,Aves,Passeriformes,Ploceidae,23.6,23.925,23.6
Bob-tailed Weaver,Brachycope anomala,Brachycope_anomala,Aves,Passeriformes,Ploceidae,25.3,-999,25.3
White-billed Buffalo Weaver,Bubalornis albirostris,Bubalornis_albirostris,Aves,Passeriformes,Ploceidae,62.075,-999,62.25
Red-billed Buffalo Weaver,Bubalornis niger,Bubalornis_niger,Aves,Passeriformes,Ploceidae,71,72.6,75
White-headed Buffalo Weaver,Dinemellia dinemelli,Dinemellia_dinemelli,Aves,Passeriformes,Ploceidae,64,71.5,68.8
Yellow-crowned Bishop,Euplectes afer,Euplectes_afer,Aves,Passeriformes,Ploceidae,14.525,14.2,14.7
White-winged Widowbird,Euplectes albonotatus,Euplectes_albonotatus,Aves,Passeriformes,Ploceidae,21.15,19.1,23.2
Red-collared Widowbird,Euplectes ardens,Euplectes_ardens,Aves,Passeriformes,Ploceidae,19.8,18.475,20.775
Golden-backed Bishop,Euplectes aureus,Euplectes_aureus,Aves,Passeriformes,Ploceidae,-999,-999,-999
Fan-tailed Widowbird,Euplectes axillaris,Euplectes_axillaris,Aves,Passeriformes,Ploceidae,25.75,22,27.8
Yellow Bishop,Euplectes capensis,Euplectes_capensis,Aves,Passeriformes,Ploceidae,29.775,28.875,32.9
