binomial,class,body_mass_median,litter_clutch_size,activity,hab_breadth,volant,diet_5cat
Allocebus trichotis,Mammalia,78.09,1,2,2,1,5
Allocricetulus curtatus,Mammalia,47.83,5.19,2,1,1,1
Allocricetulus eversmanni,Mammalia,115.559,4.99,2,5,1,1
Alopecoenas beccarii,Aves,65.4,NA,NA,2,2,NA
Alopecoenas canifrons,Aves,145.32,NA,NA,1,2,NA
Alopecoenas erythropterus,Aves,113.5,NA,NA,4,2,NA
Alopecoenas hoedtii,Aves,145.32,NA,NA,2,2,NA
Alopecoenas jobiensis,Aves,136,NA,NA,4,2,NA
Alopecoenas johannae,Aves,145.32,NA,NA,2,2,NA
Alopecoenas kubaryi,Aves,145.32,NA,NA,5,2,NA
Alopecoenas rubescens,Aves,60,NA,NA,2,2,NA
Alopecoenas sanctaecrucis,Aves,145.32,NA,NA,2,2,NA
Alopecoenas stairi,Aves,171,NA,NA,1,2,NA
Alopecoenas xanthonurus,Aves,111.8,NA,NA,4,2,NA
Alophoixus affinis,Aves,40.5,NA,1,NA,2,2
Alophoixus bres,Aves,35.83,2,1,4,2,5
Alophoixus finschii,Aves,24.1625,NA,1,3,2,5
Alophoixus flaveolus,Aves,47.025,3.5,1,4,2,2
Alophoixus ochraceus,Aves,41.9375,2,1,2,2,4
Alophoixus pallidus,Aves,46.125,NA,1,2,2,2
Alophoixus phaeocephalus,Aves,32,2,1,3,2,5
Alopochelidon fucata,Aves,13.98,4.5,1,6,2,4
Alopochen aegyptiaca,Aves,1886.5,8.484375,1,4,2,1
Alouatta arctoidea,Mammalia,6361.288889,1.31,1,3,1,1
Alouatta belzebul,Mammalia,6157.91,NA,1,3,1,1
Alouatta caraya,Mammalia,5576.96,1.005,1,4,1,1
Alouatta discolor,Mammalia,6361.288889,NA,NA,2,1,NA
Alouatta guariba,Mammalia,5188.33,NA,1,5,1,1
Alouatta juara,Mammalia,6361.288889,NA,NA,NA,1,NA
Alouatta macconnelli,Mammalia,6398.31,1.2,1,4,1,1
Alouatta nigerrima,Mammalia,6320,NA,1,3,1,1
Alouatta palliata,Mammalia,6576.99,1.01,1,4,1,1
Alouatta pigra,Mammalia,7172.06,1.0075,1,4,1,1
Alouatta puruensis,Mammalia,6361.288889,NA,NA,NA,1,NA
Alouatta sara,Mammalia,6611.04,1.2,1,3,1,1
Alouatta ululata,Mammalia,6361.288889,NA,1,2,1,1
Alticola albicaudus,Mammalia,38.37065301,NA,2,2,1,1
Alticola argentatus,Mammalia,37.69,4.5025,2,3,1,1
Alticola barakshin,Mammalia,39.92930602,NA,2,2,1,1
Alticola lemminus,Mammalia,39.90930602,NA,1,1,1,1
Alticola macrotis,Mammalia,36,NA,1,1,1,1
Alticola montosa,Mammalia,36,4.87,2,2,1,1
Alticola olchonensis,Mammalia,37.69,4.435,1,1,1,1
Alticola roylei,Mammalia,37,5.155,2,3,1,1
Alticola semicanus,Mammalia,36,4.87,2,2,1,1
Alticola stoliczkanus,Mammalia,30.14,7.77,2,4,1,1
Alticola strelzowi,Mammalia,49.995,7.1,1,1,1,1
Alticola tuvinicus,Mammalia,39.78930602,NA,2,1,1,1
Amadina erythrocephala,Aves,22.825,4.9,1,7,2,5
Amadina fasciata,Aves,17.95,5,1,3,2,1
Amalocichla incerta,Aves,32.525,1,1,2,2,4
Amalocichla sclateriana,Aves,34,NA,1,1,2,4
Amandava amandava,Aves,9.285,5.3,1,6,2,1
Amandava formosa,Aves,8.3,NA,1,5,2,1
Amandava subflava,Aves,7.495,5,1,5,2,1
Amaurocichla bocagei,Aves,7,NA,1,NA,2,4
Amaurolimnas concolor,Aves,133,4,1,3,2,4
Amaurornis cinerea,Aves,202.683,NA,NA,20,2,NA
Amaurornis isabellina,Aves,166.175,NA,1,4,2,5
Amaurornis magnirostris,Aves,168.6,NA,1,3,2,4
Amaurornis marginalis,Aves,202.683,NA,NA,8,2,NA
Amaurornis moluccana,Aves,194.39,5.5,1,9,2,5
Amaurornis olivacea,Aves,286.5,5.65,1,3,2,5
Amaurornis phoenicurus,Aves,197.75,6.75,1,11,2,5
Amaurospiza carrizalensis,Aves,13.225,NA,1,NA,2,5
Amaurospiza concolor,Aves,13.3,2,NA,NA,2,1
Amaurospiza moesta,Aves,13.675,NA,NA,2,2,1
Amazilia amabilis,Aves,4.25,2,1,6,2,2
Amazilia amazilia,Aves,4.3,2,1,8,2,2
Amazilia bartletti,Aves,4.703527778,NA,NA,6,2,NA
Amazilia beryllina,Aves,4.575,2,1,7,2,2
Amazilia boucardi,Aves,4.5,2,1,2,2,2
Amazilia brevirostris,Aves,4.383333334,2,1,7,2,2
Amazilia candida,Aves,3.7875,2,1,4,2,2
Amazilia castaneiventris,Aves,5,2,1,3,2,2
Amazilia chionogaster,Aves,5.07,2,1,9,2,2
Amazilia cupreicauda,Aves,4.703527778,NA,NA,7,2,NA
Amazilia cyanifrons,Aves,5,2,1,6,2,2
Amazilia cyanocephala,Aves,5.225,2,1,6,2,2
Amazilia cyanura,Aves,4.05,NA,1,7,2,2
Amazilia decora,Aves,4.45,2,1,6,2,2
Amazilia edward,Aves,4.675,2,1,11,2,2
Amazilia fimbriata,Aves,4.9,2,1,8,2,2
Amazilia franciae,Aves,4.975,2,1,4,2,2
Amazilia grayi,Aves,4.703527778,NA,NA,6,2,NA
Amazilia humboldtii,Aves,4.703527778,NA,NA,3,2,NA
Amazilia lactea,Aves,4.8,2,1,6,2,2
Amazilia leucogaster,Aves,4.675,2,1,8,2,2
Amazilia luciae,Aves,4.78,2,1,2,2,2
Amazilia rosenbergi,Aves,3.6375,2,1,2,2,2
Amazilia rutila,Aves,5.07,2,1,7,2,2
Amazilia sapphirina,Aves,4.703527778,NA,NA,5,2,NA
Amazilia saucerottei,Aves,4.5,2,NA,10,2,NA
Amazilia tobaci,Aves,4.7125,2,1,9,2,2
Amazilia tzacatl,Aves,4.92,2,1,8,2,2
Amazilia versicolor,Aves,4.1,2,1,7,2,2
Amazilia violiceps,Aves,5.1,2,1,7,2,2
Amazilia viridicauda,Aves,6.025,2,1,3,2,2
Amazilia viridifrons,Aves,6.075,2,1,5,2,2
Amazilia viridigaster,Aves,3.845,2,1,7,2,2
Amazilia wagneri,Aves,5.85,2,NA,5,2,NA
Amazilia yucatanensis,Aves,3.875,2,1,4,2,2
Amazona aestiva,Aves,425.5,3,1,4,2,5
Amazona agilis,Aves,212.25,2.9,1,3,2,1
Amazona albifrons,Aves,207.5,3.95,1,8,2,1
Amazona amazonica,Aves,370,3.2,1,9,2,2
Amazona arausiaca,Aves,327.37,NA,1,3,2,2
Amazona auropalliata,Aves,454.55,3,1,4,2,1
Amazona autumnalis,Aves,413.745,3.5,1,4,2,2
Amazona barbadensis,Aves,253.275,3.1,1,1,2,1
Amazona bodini,Aves,368.4337903,NA,NA,2,2,NA
Amazona brasiliensis,Aves,384.635,3.75,1,3,2,5
Amazona collaria,Aves,187,3.75,1,5,2,1
Amazona diadema,Aves,411.49,3.5,NA,4,2,NA
Amazona dufresniana,Aves,585.5,3,1,2,2,5
Amazona farinosa,Aves,645.3975,3,1,2,2,5
Amazona festiva,Aves,430,NA,1,2,2,2
Amazona finschi,Aves,302,2,1,4,2,5
Amazona guatemalae,Aves,368.4337903,NA,NA,2,2,NA
Amazona guildingii,Aves,646,2,1,3,2,5
Amazona imperialis,Aves,327.37,2,1,2,2,5
Amazona kawalli,Aves,327.37,NA,1,1,2,2
Amazona leucocephala,Aves,235.42,3.75,1,8,2,1
Amazona lilacina,Aves,368.4337903,NA,NA,5,2,NA
Amazona mercenarius,Aves,340,NA,NA,4,2,NA
Amazona ochrocephala,Aves,454.55,3,1,4,2,1
Amazona oratrix,Aves,455.885,3,1,4,2,1
Amazona pretrei,Aves,280.98,2.9,1,5,2,2
Amazona rhodocorytha,Aves,492.92,3.5,1,2,2,2
Amazona tucumana,Aves,262.5,3.5,1,2,2,1
Amazona ventralis,Aves,224.725,2.9,1,5,2,5
Amazona versicolor,Aves,695.125,2,1,1,2,5
Amazona vinacea,Aves,254,2.9,1,3,2,1
Amazona viridigenalis,Aves,317.5,3.45,1,3,2,1
Amazona vittata,Aves,280.14,2.9,1,3,2,1
Amazona xantholora,Aves,216.75,4,1,3,2,2
Amazonetta brasiliensis,Aves,449.995,7,1,5,2,5
Amblycercus holosericeus,Aves,67.535,2,1,2,2,4
Amblyornis flavifrons,Aves,120,NA,1,1,2,2
Amblyornis inornata,Aves,125.5,NA,1,1,2,2
Amblyornis macgregoriae,Aves,117.985,1,1,1,2,2
Amblyornis subalaris,Aves,108.94,NA,1,2,2,2
Amblyospiza albifrons,Aves,39.995,2.75,1,8,2,5
Amblyramphus holosericeus,Aves,55.28,NA,1,1,2,5
Amblysomus corriae,Mammalia,52.6,1.93,1,9,1,4
Amblysomus hottentotus,Mammalia,62.6,1.895,1,9,1,4
Amblysomus marleyi,Mammalia,52.6,1.93,1,10,1,4
Amblysomus robustus,Mammalia,64.8,1.93,1,7,1,4
Amblysomus septentrionalis,Mammalia,52.6,1.93,1,9,1,4
Ametrida centurio,Mammalia,10.61,0.99,2,1,2,2
Ammodillus imbellis,Mammalia,49.99,NA,2,1,1,1
Ammodorcas clarkei,Mammalia,28049.81,1,1,NA,1,1
Ammodramus aurifrons,Aves,17.5375,2.4,1,3,2,1
Ammodramus bairdii,Aves,17.975,4.35,1,NA,2,5
Ammodramus caudacutus,Aves,18.3325,3.97,1,NA,2,4
Ammodramus henslowii,Aves,12.7875,4,1,NA,2,4
Ammodramus humeralis,Aves,15.995,2.75,1,3,2,1
Ammodramus leconteii,Aves,13.2,4,1,NA,2,1
Ammodramus maritimus,Aves,22.705,4,1,NA,2,4
Ammodramus nelsoni,Aves,15.9675,3.97,1,NA,2,5
Ammodramus savannarum,Aves,17.755,4.445,1,5,2,4
Ammomanes cinctura,Aves,17.965,2.8,1,2,2,1
Ammomanes deserti,Aves,24.2,3.595,1,3,2,5
Ammomanes grayi,Aves,21.41,NA,1,NA,2,1
Ammomanes phoenicura,Aves,25.6375,NA,1,2,2,5
Ammoperdix griseogularis,Aves,198.105,10,1,3,2,1
Ammoperdix heyi,Aves,187.615,8,1,3,2,5
Ammospermophilus harrisii,Mammalia,126,6.49,1,1,1,5
Ammospermophilus interpres,Mammalia,111.365,9.43,1,3,1,5
Ammospermophilus leucurus,Mammalia,103.67,8,1,3,1,5
Ammospermophilus nelsoni,Mammalia,160.4,8.9,1,2,1,5
Ammotragus lervia,Mammalia,92500,1.22,1,7,1,1
Amorphochilus schnablii,Mammalia,3.3,0.9925,2,2,2,4
Ampeliceps coronatus,Aves,88.185,NA,1,2,2,2
Ampelioides tschudii,Aves,79.425,NA,1,2,2,5
Ampelion rubrocristatus,Aves,65.345,NA,1,4,2,2
Ampelion rufaxilla,Aves,73.675,NA,1,1,2,2
Amphilais seebohmi,Aves,12.25,NA,1,8,2,4
Amphinectomys savamis,Mammalia,130.855,NA,2,2,1,1
Amphispiza belli,Aves,16.99,NA,1,NA,2,4
Amphispiza bilineata,Aves,13.5,3,1,2,2,5
Amphispiza quinquestriata,Aves,20,3.7,NA,1,2,NA
Amytornis ballarae,Aves,20.985,2.45,1,2,2,5
Amytornis barbatus,Aves,18.295,2.45,1,2,2,5
Amytornis dorotheae,Aves,23.235,2.25,1,3,2,5
Amytornis goyderi,Aves,16.695,2.45,1,1,2,1
Amytornis housei,Aves,28.935,2,1,2,2,5
Amytornis merrotsyi,Aves,19.8075,2.45,1,4,2,5
Amytornis purnelli,Aves,20.985,2.45,1,3,2,5
Amytornis striatus,Aves,19.695,2.45,1,3,2,5
Amytornis textilis,Aves,23.04,2,1,2,2,5
Amytornis woodwardi,Aves,35.05,2,1,2,2,1
Anabacerthia amaurotis,Aves,19.2,NA,1,2,2,4
Anabacerthia striaticollis,Aves,24.8,2,1,1,2,4
Anabacerthia variegaticeps,Aves,27.8,2,1,2,2,4
Anabazenops dorsalis,Aves,35.4,NA,1,3,2,4
Anabazenops fuscus,Aves,39,NA,1,2,2,4
Anairetes agilis,Aves,10.1,NA,1,NA,2,4
Anairetes agraphia,Aves,9.9,NA,1,NA,2,4
Anairetes alpinus,Aves,9,NA,1,1,2,4
Anairetes fernandezianus,Aves,6.85,NA,1,3,2,4
Anairetes flavirostris,Aves,6.1125,2.4,1,4,2,4
Anairetes nigrocristatus,Aves,6.525,NA,1,3,2,4
Anairetes parulus,Aves,6.2125,2.4,1,6,2,4
Anairetes reguloides,Aves,6.05,NA,1,3,2,4
Anaplectes rubriceps,Aves,23.085,2.5,1,3,2,4
Anarhynchus frontalis,Aves,57.8825,2,1,3,2,4
Anas acuta,Aves,908.435,7.7,1,7,2,1
Anas albogularis,Aves,472,7.95,NA,4,2,NA
Anas andium,Aves,427.125,6.400728863,1,3,2,1
Anas aucklandica,Aves,496.17,5.5,1,4,1,4
Anas bahamensis,Aves,511.235,8.05,1,10,2,1
Anas bernieri,Aves,370.49,6,1,8,2,1
Anas capensis,Aves,402.6666667,8.401114206,1,8,2,5
Anas castanea,Aves,607.005,9.5,1,9,2,1
Anas chlorotis,Aves,499.545,5.5,1,6,2,4
Anas crecca,Aves,342.845,9.5,1,5,2,1
Anas eatoni,Aves,892.81,7.5,1,11,2,1
Anas erythrorhyncha,Aves,568.035,9,1,9,2,1
Anas flavirostris,Aves,427.125,6.400728863,1,3,2,1
Anas fulvigula,Aves,962.71,10,1,4,2,5
Anas georgica,Aves,604.7433334,6.4,1,10,2,1
Anas gibberifrons,Aves,484.93,7.95,1,4,2,1
Anas gracilis,Aves,488.43,8,1,8,2,1
Anas laysanensis,Aves,962.71,9.349699399,1,3,2,5
Anas luzonica,Aves,849.395,10,1,11,2,5
Anas melleri,Aves,966.235,8,1,4,2,1
Anas nesiotis,Aves,482.295,5.5,1,1,1,4
Anas platyrhynchos,Aves,982.21,10.515,1,12,2,5
Anas poecilorhyncha,Aves,1081.48,8,1,5,2,1
Anas rubripes,Aves,1197.313334,9.500813008,1,14,2,1
Anas sparsa,Aves,990.745,5.941176471,1,8,2,5
Anas superciliosa,Aves,931.88,9.037037037,1,9,2,1
Anas undulata,Aves,962.5,7.9,1,16,2,1
Anas wyvilliana,Aves,974.21,10.0996994,1,6,2,5
Anas zonorhyncha,Aves,1163,8,NA,5,2,NA
Anastomus lamelligerus,Aves,1079.083334,3.5,1,6,2,4
Anastomus oscitans,Aves,1120,3,1,6,2,4
Anathana ellioti,Mammalia,160,4.84,1,2,1,4
Ancistrops strigilatus,Aves,35.9,NA,1,2,2,4
Andalgalomys olrogi,Mammalia,32.9,NA,2,1,1,1
Andalgalomys pearsoni,Mammalia,25.4,NA,2,1,1,1
Andigena cucullata,Aves,312.13,NA,1,1,2,2
Andigena hypoglauca,Aves,314.165,NA,1,1,2,2
Andigena laminirostris,Aves,312,2.7,1,1,2,2
Andigena nigrirostris,Aves,350.25,NA,1,4,2,5
Andinomys edax,Mammalia,69.75,2.91,2,3,1,1
Androdon aequatorialis,Aves,7.3,NA,1,2,2,2
Andropadus ansorgei,Aves,18.7,NA,1,NA,2,5
Andropadus curvirostris,Aves,24.9,NA,1,NA,2,5
Andropadus gracilirostris,Aves,31.24,NA,1,NA,2,2
Andropadus gracilis,Aves,21.63,NA,1,NA,2,5
Andropadus importunus,Aves,26.925,1.7,1,10,2,2
Andropadus latirostris,Aves,26.2,2,1,NA,2,5
Andropadus masukuensis,Aves,26.8,NA,1,NA,2,5
Andropadus milanjensis,Aves,37.38,NA,1,NA,2,5
Andropadus montanus,Aves,32.6,NA,1,NA,2,2
Andropadus nigriceps,Aves,32.8,NA,1,NA,2,2
Andropadus tephrolaemus,Aves,38.3,NA,1,NA,2,2
Andropadus virens,Aves,26.56,NA,1,NA,2,2
Androphobus viridis,Aves,41,NA,1,1,2,4
Anhima cornuta,Aves,3137.5,4,1,4,2,1
Anhinga anhinga,Aves,1235,4,1,2,2,3
Anhinga melanogaster,Aves,1499.03,4,1,7,2,3
Anhinga novaehollandiae,Aves,1499.03,4,1,7,2,3
Anhinga rufa,Aves,1499.03,4,1,10,2,3
Anisognathus igniventris,Aves,33.91666667,2,1,2,2,5
Anisognathus lacrymosus,Aves,31.25,NA,1,1,2,2
Anisognathus melanogenys,Aves,39.5,NA,1,2,2,2
Anisognathus notabilis,Aves,39,NA,1,1,2,2
Anisognathus somptuosus,Aves,44.25,NA,1,1,2,5
Anisomys imitator,Mammalia,510.5,NA,2,1,1,2
Anodorhynchus glaucus,Aves,1142.94,NA,NA,3,2,NA
Anodorhynchus hyacinthinus,Aves,1345.885,2.2,1,4,2,2
Anodorhynchus leari,Aves,939.995,2,1,2,2,2
Anomalospiza imberbis,Aves,20.115,2.9,1,7,2,1
Anomalurus beecrofti,Mammalia,434.035,0.985,2,4,1,5
Anomalurus derbianus,Mammalia,665.84,1.085,2,3,1,5
Anomalurus pelii,Mammalia,1769.99,2.5,2,1,1,5
Anomalurus pusillus,Mammalia,250,NA,2,1,1,5
Anonymomys mindorensis,Mammalia,76.5,NA,2,1,1,1
Anopetia gounellei,Aves,3,NA,1,3,2,2
Anorrhinus austeni,Aves,901.25,5,1,2,2,2
Anorrhinus galeritus,Aves,1181.25,2.4,1,2,2,2
Anorrhinus tickelli,Aves,798.57,4.1,1,2,2,2
Anotomys leander,Mammalia,66.39,0.97,2,3,1,1
Anoura caudifer,Mammalia,10.81,0.9925,2,3,2,2
Anoura cultrata,Mammalia,17.39,1.22,2,2,2,2
Anoura fistulata,Mammalia,14.6025,NA,NA,NA,2,NA
Anoura geoffroyi,Mammalia,15.15,0.995,2,7,2,2
Anoura latidens,Mammalia,15.06,NA,2,5,2,2
Anoura luismanueli,Mammalia,14.32625,NA,2,3,2,2
Anourosorex assamensis,Mammalia,20,2.82,2,1,1,4
Anourosorex schmidi,Mammalia,20,2.82,2,1,1,4
Anourosorex squamipes,Mammalia,20,2.82,2,1,1,4
Anourosorex yamashinai,Mammalia,20,2.82,2,3,1,4
Anous minutus,Aves,111.8825,1,1,10,2,3
Anous stolidus,Aves,178.885,1,1,16,2,3
Anous tenuirostris,Aves,108.28,1,1,10,2,3
Anser albifrons,Aves,2446.945,5.5,1,7,2,1
Anser anser,Aves,3305.455,5,1,5,2,1
Anser brachyrhynchus,Aves,2674.77,4.65,1,6,2,1
Anser caerulescens,Aves,2511.965714,NA,NA,8,2,NA
Anser canagicus,Aves,2511.965714,NA,NA,6,2,NA
Anser cygnoid,Aves,2511.965714,NA,NA,8,2,NA
Anser erythropus,Aves,1767.375,5,1,11,2,1
Anser fabalis,Aves,2843.865,5,1,5,2,1
Anser indicus,Aves,2313.15,5,1,4,2,1
Anser rossii,Aves,2511.965714,NA,NA,6,2,NA
Anseranas semipalmata,Aves,2232.2,8,1,3,2,1
Antechinomys laniger,Mammalia,25.57,5.995,2,4,1,4
Antechinus adustus,Mammalia,33.25,6,2,1,1,4
Antechinus agilis,Mammalia,22.13,8.75,2,3,1,4
Antechinus bellus,Mammalia,38.73,10.08,2,2,1,4
Antechinus flavipes,Mammalia,44.665,9.27,2,7,1,4
Antechinus godmani,Mammalia,75.74,5.29,2,1,1,4
Antechinus leo,Mammalia,70.09,8.6425,2,2,1,4
Antechinus minimus,Mammalia,52.56,7.19,2,4,1,4
Antechinus stuartii,Mammalia,27.85,6.9175,2,3,1,4
Antechinus subtropicus,Mammalia,53.18222222,NA,2,1,1,4
Antechinus swainsonii,Mammalia,58.69,8.18,2,4,1,4
Anthocephala floriceps,Aves,4.24,NA,1,3,2,2
Anthochaera carunculata,Aves,104.31,2,1,12,2,2
Anthochaera chrysoptera,Aves,66.9375,2,1,9,2,2
Anthochaera lunulata,Aves,62.8,2,1,4,2,2
Anthochaera paradoxa,Aves,144.82,2.45,1,7,2,2
Anthops ornatus,Mammalia,17.94,NA,2,1,2,4
Anthornis melanura,Aves,27.03,3.11,1,6,2,2
Anthoscopus caroli,Aves,6.9,4.65,1,3,2,4
Anthoscopus flavifrons,Aves,7.05,NA,1,3,2,4
Anthoscopus minutus,Aves,6.6,4.55,1,4,2,4
Anthoscopus musculus,Aves,5.1875,4,1,3,2,4
Anthoscopus parvulus,Aves,5.7875,2,1,2,2,4
Anthoscopus punctifrons,Aves,7,NA,1,4,2,4
Anthracoceros albirostris,Aves,833.945,2.8,1,5,2,2
Anthracoceros coronatus,Aves,780.86,3.15,1,3,2,2
Anthracoceros malayanus,Aves,1050,2.4,1,2,2,2
Anthracoceros marchei,Aves,750,NA,1,2,2,2
Anthracoceros montani,Aves,714.56,NA,1,2,2,2
Anthracothorax aurulentus,Aves,7.0675,NA,NA,6,2,NA
Anthracothorax dominicus,Aves,5.86,2,1,6,2,2
Anthracothorax mango,Aves,8.3,2,1,7,2,2
Anthracothorax nigricollis,Aves,7.05,2,1,5,2,2
Anthracothorax prevostii,Aves,6.7,2,1,9,2,2
Anthracothorax veraguensis,Aves,7,NA,1,2,2,2
Anthracothorax viridigula,Aves,7.8875,2,1,5,2,2
Anthracothorax viridis,Aves,6.675,2,1,3,2,2
Anthreptes anchietae,Aves,8,1.7,1,1,2,4
Anthreptes aurantium,Aves,9.57,NA,1,NA,2,2
Anthreptes collaris,Aves,6.98,NA,1,NA,2,4
Anthreptes fraseri,Aves,11.31,NA,1,NA,2,4
Anthreptes gabonicus,Aves,9.57,1.7,1,4,2,4
Anthreptes longuemarei,Aves,11.62,1.7,1,4,2,4
Anthreptes malacensis,Aves,11.34,2,1,8,2,4
Anthreptes metallicus,Aves,7.2,NA,1,NA,2,5
Anthreptes neglectus,Aves,11.915,NA,1,4,2,5
Anthreptes orientalis,Aves,10.3,1.45,1,4,2,4
Anthreptes pallidigaster,Aves,6.8,NA,1,NA,2,4
Anthreptes platurus,Aves,6.7,NA,1,NA,2,5
Anthreptes rectirostris,Aves,10.585,2,1,4,2,5
Anthreptes reichenowi,Aves,7.385,2.2,1,4,2,4
Anthreptes rhodolaemus,Aves,13.2,1,1,2,2,4
Anthreptes rubritorques,Aves,10.675,2,1,6,2,2
Anthreptes simplex,Aves,9.1775,2,1,5,2,4
Anthreptes singalensis,Aves,8.2,NA,1,NA,2,4
Anthropoides paradiseus,Aves,1635.606,NA,NA,10,2,NA
Anthropoides virgo,Aves,730,NA,NA,15,2,NA
Anthus antarcticus,Aves,36.425,NA,1,5,2,4
Anthus berthelotii,Aves,16.03,3.55,1,4,2,4
Anthus bogotensis,Aves,24.9875,NA,1,4,2,5
Anthus brachyurus,Aves,15.3,2.4,1,4,2,4
Anthus caffer,Aves,16.75,2.4,NA,4,2,4
Anthus campestris,Aves,22.975,4.2,1,10,2,4
Anthus cervinus,Aves,20.85833334,5.36,1,8,2,4
Anthus chacoensis,Aves,21.83,NA,1,3,2,4
Anthus chloris,Aves,25.05,3,1,NA,2,4
Anthus correndera,Aves,21.25,2.8,1,5,2,4
Anthus crenatus,Aves,30.7125,3.5,1,2,2,4
Anthus furcatus,Aves,20.155,NA,1,2,2,4
Anthus godlewskii,Aves,25.17,3.9,1,6,2,4
Anthus gustavi,Aves,19.8,4.9,1,6,2,4
Anthus gutturalis,Aves,36.35,NA,1,1,2,4
Anthus hellmayri,Aves,18.68,NA,1,4,2,4
Anthus hodgsoni,Aves,21.8125,4.5,1,9,2,4
Anthus hoeschi,Aves,26.1875,3.5,1,1,2,4
Anthus leucophrys,Aves,25.015,2.4,1,4,2,4
Anthus lineiventris,Aves,35,2.4,1,2,2,4
Anthus longicaudatus,Aves,32.2,NA,1,NA,2,4
Anthus lutescens,Aves,13.325,2.8,1,5,2,4
Anthus melindae,Aves,22.5,2.4,1,2,2,4
Anthus nattereri,Aves,19.5,4,1,1,2,4
Anthus nilghiriensis,Aves,22.03,2.8,1,3,2,4
Anthus novaeseelandiae,Aves,24.535,3.85,1,5,2,4
Anthus pallidiventris,Aves,22.03,NA,1,5,2,4
Anthus petrosus,Aves,22.4,4.6,1,4,2,4
Anthus pratensis,Aves,18.525,4.775,1,9,2,4
Anthus richardi,Aves,29.83708334,3.5,1,3,2,4
Anthus roseatus,Aves,20.805,3.5,1,4,2,4
Anthus rubescens,Aves,20.93166667,4.9,1,13,2,4
Anthus rufulus,Aves,22.2825,3.5,1,6,2,4
Anthus similis,Aves,25.2125,2.7,1,5,2,4
Anthus sokokensis,Aves,14.75,NA,NA,2,2,4
Anthus spinoletta,Aves,22.70833334,4.6,1,8,2,4
Anthus spragueii,Aves,25.45,4.5,1,3,2,4
Anthus sylvanus,Aves,29.5,3.9,1,5,2,4
Anthus trivialis,Aves,23.365,4.64,1,10,2,4
Anthus vaalensis,Aves,27,2.4,1,2,2,4
Antidorcas marsupialis,Mammalia,33571.24,1,2,3,1,1
Antigone antigone,Aves,7150,NA,NA,8,2,NA
Antigone canadensis,Aves,4170,NA,NA,2,2,NA
Antigone rubicunda,Aves,6250.5,NA,NA,3,2,NA
Antigone vipio,Aves,5031.5,NA,NA,5,2,NA
Antilocapra americana,Mammalia,46082.92,1.91,2,3,1,1
Antilope cervicapra,Mammalia,37500,1.11,1,3,1,1
Antilophia bokermanni,Aves,19.775,NA,1,1,2,2
Antilophia galeata,Aves,21.9025,2,1,3,2,2
Antrostomus arizonae,Aves,54,2,NA,2,2,NA
Antrostomus badius,Aves,59.8,NA,NA,1,2,NA
Antrostomus carolinensis,Aves,115,2,NA,6,2,NA
Antrostomus cubanensis,Aves,70,1.4,NA,4,2,NA
Antrostomus ekmani,Aves,70,1.4,NA,2,2,NA
Antrostomus noctitherus,Aves,53,2,NA,4,2,NA
Antrostomus ridgwayi,Aves,48,1.83,NA,3,2,NA
Antrostomus rufus,Aves,94.2,1.5,NA,6,2,NA
Antrostomus salvini,Aves,56,2,NA,2,2,NA
Antrostomus saturatus,Aves,52,1,NA,2,2,NA
Antrostomus sericocaudatus,Aves,83,NA,NA,1,2,NA
Antrostomus vociferus,Aves,53.7,2,NA,2,2,NA
Antrozous pallidus,Mammalia,22,1.89,2,4,2,4
Anumbius annumbi,Aves,41.5,3.9,1,7,2,4
Anurophasis monorthonyx,Aves,401,NA,1,2,2,1
Aonyx capensis,Mammalia,19322.22,2.59,2,12,1,4
Aonyx cinereus,Mammalia,3527.59,1.47,2,20,1,4
Aonyx congicus,Mammalia,21411.11,2.59,2,11,1,4
Aotus azarae,Mammalia,929.57,1,2,4,1,5
Aotus brumbacki,Mammalia,872.99,1.005,2,3,1,5
Aotus griseimembra,Mammalia,874,1.005,2,2,1,5
Aotus jorgehernandezi,Mammalia,889.745,NA,NA,3,1,NA
Aotus lemurinus,Mammalia,872.99,1.005,2,1,1,5
Aotus miconax,Mammalia,800,NA,2,2,1,5
Aotus nancymaae,Mammalia,791.03,1.02,2,3,1,5
Aotus nigriceps,Mammalia,1057,NA,2,3,1,5
Aotus trivirgatus,Mammalia,899.99,1.06,2,3,1,5
Aotus vociferans,Mammalia,872.99,1.02,2,3,1,5
Aotus zonalis,Mammalia,874,1.005,2,4,1,5
Apalharpactes mackloti,Aves,118,NA,1,2,2,4
Apalharpactes reinwardtii,Aves,72.82,NA,1,2,2,4
Apalis bamendae,Aves,9.16,NA,1,3,2,4
Apalis binotata,Aves,8.2,1.45,1,4,2,4
Apalis chapini,Aves,8.8,NA,1,2,2,4
Apalis chariessa,Aves,9.16,2.45,1,3,2,4
Apalis chirindensis,Aves,8.6,NA,1,2,2,4
Apalis cinerea,Aves,9.8275,3,1,5,2,4
Apalis flavida,Aves,8.1825,2.65,1,6,2,4
Apalis flavigularis,Aves,11.1275,3,1,5,2,4
Apalis fuscigularis,Aves,11.0875,3,1,1,2,4
Apalis goslingi,Aves,9.16,NA,1,3,2,4
Apalis jacksoni,Aves,8.675,2,1,3,2,4
Apalis karamojae,Aves,9.2,NA,1,6,2,4
Apalis lynesi,Aves,11.2875,3,1,2,2,4
