ebird_COMMON_NAME,ebird_SCIENTIFIC_NAME,order,family,TipLabel
Hooded Grosbeak,Coccothraustes abeillei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Coccothraustes_abeillei
Evening Grosbeak,Coccothraustes vespertinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Coccothraustes_vespertinus
Hawfinch,Coccothraustes coccothraustes,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Coccothraustes_coccothraustes
Yellow-billed Grosbeak,Eophona migratoria,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Eophona_migratoria
Japanese Grosbeak,Eophona personata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Eophona_personata
Poo-uli,Melamprosops phaeosoma,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Melamprosops_phaeosoma
Akikiki,Oreomystis bairdi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Oreomystis_bairdi
Oahu Alauahio,Paroreomyza maculata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Paroreomyza_maculata
Kakawahie,Paroreomyza flammea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Maui Alauahio,Paroreomyza montana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Paroreomyza_montana
Palila,Loxioides bailleui,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxioides_bailleui
Laysan Finch,Telespiza cantans,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Telespiza_cantans
Nihoa Finch,Telespiza ultima,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Telespiza_ultima
Kona Grosbeak,Chloridops kona,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Lesser Koa-Finch,Rhodacanthis flaviceps,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Greater Koa-Finch,Rhodacanthis palmeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Ula-ai-hawane,Ciridops anna,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Akohekohe,Palmeria dolei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Palmeria_dolei
Laysan Honeycreeper,Himatione fraithii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Apapane,Himatione sanguinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Himatione_sanguinea
Iiwi,Drepanis coccinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Vestiaria_coccinea
Hawaii Mamo,Drepanis pacifica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Black Mamo,Drepanis funerea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Ou,Psittirostra psittacea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Psittirostra_psittacea
Lanai Hookbill,Dysmorodrepanis munroi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Maui Parrotbill,Pseudonestor xanthophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pseudonestor_xanthophrys
Kauai Nukupuu,Hemignathus hanapepe,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Oahu Nukupuu,Hemignathus lucidus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Hemignathus_lucidus
Maui Nukupuu,Hemignathus affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Akiapolaau,Hemignathus wilsoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Hemignathus_munroi
Lesser Akialoa,Akialoa obscura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Oahu Akialoa,Akialoa ellisiana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Kauai Akialoa,Akialoa stejnegeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Maui-nui Akialoa,Akialoa lanaiensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Anianiau,Magumma parva,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Hemignathus_parvus
Hawaii Amakihi,Chlorodrepanis virens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Hemignathus_virens
Oahu Amakihi,Chlorodrepanis flava,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Hemignathus_flavus
Kauai Amakihi,Chlorodrepanis stejnegeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Hemignathus_kauaiensis
Greater Amakihi,Viridonia sagittirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Hawaii Creeper,Loxops mana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Oreomystis_mana
Akekee,Loxops caeruleirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxops_caeruleirostris
Hawaii Akepa,Loxops coccineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxops_coccineus
Oahu Akepa,Loxops wolstenholmei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Maui Akepa,Loxops ochraceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Common Rosefinch,Carpodacus erythrinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_erythrinus
Scarlet Finch,Carpodacus sipahi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Haematospiza_sipahi
Bonin Grosbeak,Carpodacus ferreorostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Red-mantled Rosefinch,Carpodacus rhodochlamys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_rhodochlamys
Blyth's Rosefinch,Carpodacus grandis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_pulcherrimus
Chinese Beautiful Rosefinch,Carpodacus davidianus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Pink-rumped Rosefinch,Carpodacus waltoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_eos
Dark-rumped Rosefinch,Carpodacus edwardsii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_edwardsii
Pink-browed Rosefinch,Carpodacus rodochroa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_rodochroa
Spot-winged Rosefinch,Carpodacus rodopeplus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_rodopeplus
Sharpe's Rosefinch,Carpodacus verreauxii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Vinaceous Rosefinch,Carpodacus vinaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_vinaceus
Taiwan Rosefinch,Carpodacus formosanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Sinai Rosefinch,Carpodacus synoicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_synoicus
Pale Rosefinch,Carpodacus stoliczkae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_synoicus
Tibetan Rosefinch,Carpodacus roborowskii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_roborowskii
Sillem's Rosefinch,Carpodacus sillemi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_sillemi
Streaked Rosefinch,Carpodacus rubicilloides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_rubicilloides
Great Rosefinch,Carpodacus rubicilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_rubicilla
Long-tailed Rosefinch,Carpodacus sibiricus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Uragus_sibiricus
Red-fronted Rosefinch,Carpodacus puniceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_puniceus
Crimson-browed Finch,Carpodacus subhimachalus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pinicola_subhimachala
Pallas's Rosefinch,Carpodacus roseus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_roseus
Three-banded Rosefinch,Carpodacus trifasciatus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_trifasciatus
Himalayan White-browed Rosefinch,Carpodacus thura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_thura
Chinese White-browed Rosefinch,Carpodacus dubius,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Pine Grosbeak,Pinicola enucleator,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pinicola_enucleator
Brown Bullfinch,Pyrrhula nipalensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_nipalensis
White-cheeked Bullfinch,Pyrrhula leucogenis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_leucogenis
Orange Bullfinch,Pyrrhula aurantiaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_aurantiaca
Red-headed Bullfinch,Pyrrhula erythrocephala,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_erythrocephala
Gray-headed Bullfinch,Pyrrhula erythaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_erythaca
Azores Bullfinch,Pyrrhula murina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_murina
Eurasian Bullfinch,Pyrrhula pyrrhula,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhula_pyrrhula
Crimson-winged Finch,Rhodopechys sanguineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Rhodopechys_sanguineus
Trumpeter Finch,Bucanetes githagineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Bucanetes_githagineus
Mongolian Finch,Bucanetes mongolicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Eremopsaltria_mongolicus
Blanford's Rosefinch,Agraphospiza rubescens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_rubescens
Gold-naped Finch,Pyrrhoplectes epauletta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Pyrrhoplectes_epauletta
Spectacled Finch,Callacanthis burtoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Callacanthis_burtoni
Dark-breasted Rosefinch,Procarduelis nipalensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_nipalensis
Plain Mountain-Finch,Leucosticte nemoricola,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_nemoricola
Black-headed Mountain-Finch,Leucosticte brandti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_brandti
Asian Rosy-Finch,Leucosticte arctoa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_arctoa
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_tephrocotis
Black Rosy-Finch,Leucosticte atrata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_atrata
Brown-capped Rosy-Finch,Leucosticte australis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Leucosticte_australis
House Finch,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_mexicanus
Purple Finch,Haemorhous purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_purpureus
Cassin's Finch,Haemorhous cassinii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_cassinii
Desert Finch,Rhodospiza obsoleta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Rhodopechys_obsoletus
Golden-winged Grosbeak,Rhynchostruthus socotranus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Rhynchostruthus_percivali
Somali Grosbeak,Rhynchostruthus louisae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Rhynchostruthus_louisae
European Greenfinch,Chloris chloris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_chloris
Oriental Greenfinch,Chloris sinica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_sinica
Yellow-breasted Greenfinch,Chloris spinoides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_spinoides
Vietnamese Greenfinch,Chloris monguilloti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_monguilloti
Black-headed Greenfinch,Chloris ambigua,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_ambigua
Oriole Finch,Linurgus olivaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Linurgus_olivaceus
White-rumped Seedeater,Crithagra leucopygia,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_leucopygius
Yellow-fronted Canary,Crithagra mozambica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_mozambicus
African Citril,Crithagra citrinelloides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_citrinelloides
Western Citril,Crithagra frontalis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_frontalis
Southern Citril,Crithagra hyposticta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_hypostictus
Black-faced Canary,Crithagra capistrata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_capistratus
Papyrus Canary,Crithagra koliensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_koliensis
Forest Canary,Crithagra scotops,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_scotops
Olive-rumped Serin,Crithagra rothschildi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_rothschildi
Black-throated Canary,Crithagra atrogularis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Reichenow's Seedeater,Crithagra reichenowi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Yellow-rumped Serin,Crithagra xanthopygia,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_xanthopygius
Lemon-breasted Seedeater,Crithagra citrinipectus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_citrinipectus
White-bellied Canary,Crithagra dorsostriata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_dorsostriatus
Yellow-throated Serin,Crithagra flavigula,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_flavigula
Salvadori's Serin,Crithagra xantholaema,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_xantholaemus
Northern Grosbeak-Canary,Crithagra donaldsoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_donaldsoni
Southern Grosbeak-Canary,Crithagra buchanani,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_buchanani
Brimstone Canary,Crithagra sulphurata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_sulphuratus
Yellow Canary,Crithagra flaviventris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_flaviventris
White-throated Canary,Crithagra albogularis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_albogularis
Streaky Seedeater,Crithagra striolata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_striolatus
Yellow-browed Seedeater,Crithagra whytii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_whytii
Thick-billed Seedeater,Crithagra burtoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_burtoni
Tanzania Seedeater,Crithagra melanochroa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_melanochrous
Principe Seedeater,Crithagra rufobrunnea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_rufobrunneus
Sao Tome Grosbeak,Crithagra concolor,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Neospiza_concolor
Protea Canary,Crithagra leucoptera,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_leucopterus
Black-eared Seedeater,Crithagra mennelli,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_mennelli
Streaky-headed Seedeater,Crithagra gularis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_gularis
Reichard's Seedeater,Crithagra reichardi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_reichardi
Brown-rumped Seedeater,Crithagra tristriata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_tristriatus
Yemen Serin,Crithagra menachensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_menachensis
Ankober Serin,Crithagra ankoberensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_ankoberensis
Cape Siskin,Crithagra totta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_totta
Drakensberg Siskin,Crithagra symonsi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_symonsi
Twite,Linaria flavirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_flavirostris
Eurasian Linnet,Linaria cannabina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_cannabina
Yemen Linnet,Linaria yemenensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_yemenensis
Warsangli Linnet,Linaria johannis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_johannis
Common Redpoll,Acanthis flammea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_flammea
Lesser Redpoll,Acanthis cabaret,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Hoary Redpoll,Acanthis hornemanni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_hornemanni
Parrot Crossbill,Loxia pytyopsittacus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxia_pytyopsittacus
Scottish Crossbill,Loxia scotica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxia_scotica
Red Crossbill,Loxia curvirostra,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxia_curvirostra
Cassia Crossbill,Loxia sinesciuris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Hispaniolan Crossbill,Loxia megaplaga,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxia_megaplaga
White-winged Crossbill,Loxia leucoptera,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Loxia_leucoptera
Mountain Serin,Chrysocorythus estherae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_estherae
European Goldfinch,Carduelis carduelis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_carduelis
Citril Finch,Carduelis citrinella,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_citrinella
Corsican Finch,Carduelis corsicana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_corsicana
European Serin,Serinus serinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_serinus
Island Canary,Serinus canaria,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_canaria
Fire-fronted Serin,Serinus pusillus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_pusillus
Syrian Serin,Serinus syriacus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_syriacus
Yellow-crowned Canary,Serinus flavivertex,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_flavivertex
Cape Canary,Serinus canicollis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_canicollis
Ethiopian Siskin,Serinus nigriceps,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_nigriceps
Black-headed Canary,Serinus alario,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_alario
Damara Canary,Serinus leucolaemus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",NA
Tibetan Serin,Spinus thibetanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Serinus_thibetanus
Eurasian Siskin,Spinus spinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_spinus
Pine Siskin,Spinus pinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_pinus
Black-capped Siskin,Spinus atriceps,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_atriceps
Black-headed Siskin,Spinus notatus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_notata
Antillean Siskin,Spinus dominicensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_dominicensis
Lesser Goldfinch,Spinus psaltria,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_psaltria
Lawrence's Goldfinch,Spinus lawrencei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_lawrencei
American Goldfinch,Spinus tristis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_tristis
Andean Siskin,Spinus spinescens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_spinescens
Yellow-faced Siskin,Spinus yarrellii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_yarrellii
Yellow-bellied Siskin,Spinus xanthogastrus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_xanthogastra
Red Siskin,Spinus cucullatus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_cucullata
Thick-billed Siskin,Spinus crassirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_crassirostris
Hooded Siskin,Spinus magellanicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_magellanica
Saffron Siskin,Spinus siemiradzkii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_siemiradzkii
Olivaceous Siskin,Spinus olivaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_olivacea
Black Siskin,Spinus atratus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_atrata
Yellow-rumped Siskin,Spinus uropygialis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_uropygialis
Black-chinned Siskin,Spinus barbatus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carduelis_barbata
Lapland Longspur,Calcarius lapponicus,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Calcarius_lapponicus
Chestnut-collared Longspur,Calcarius ornatus,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Calcarius_ornatus
Smith's Longspur,Calcarius pictus,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Calcarius_pictus
McCown's Longspur,Rhynchophanes mccownii,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Calcarius_mccownii
Snow Bunting,Plectrophenax nivalis,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Plectrophenax_nivalis
McKay's Bunting,Plectrophenax hyperboreus,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Plectrophenax_hyperboreus
Rosy Thrush-Tanager,Rhodinocichla rosea,Passeriformes,Rhodinocichlidae (Thrush-Tanager),Rhodinocichla_rosea
Brown-rumped Bunting,Emberiza affinis,Passeriformes,Emberizidae (Old World Buntings),Emberiza_affinis
Crested Bunting,Emberiza lathami,Passeriformes,Emberizidae (Old World Buntings),Melophus_lathami
Black-headed Bunting,Emberiza melanocephala,Passeriformes,Emberizidae (Old World Buntings),Emberiza_melanocephala
Red-headed Bunting,Emberiza bruniceps,Passeriformes,Emberizidae (Old World Buntings),Emberiza_bruniceps
Corn Bunting,Emberiza calandra,Passeriformes,Emberizidae (Old World Buntings),Miliaria_calandra
Chestnut-eared Bunting,Emberiza fucata,Passeriformes,Emberizidae (Old World Buntings),Emberiza_fucata
Tibetan Bunting,Emberiza koslowi,Passeriformes,Emberizidae (Old World Buntings),Emberiza_koslowi
Rufous-backed Bunting,Emberiza jankowskii,Passeriformes,Emberizidae (Old World Buntings),Emberiza_jankowskii
Rock Bunting,Emberiza cia,Passeriformes,Emberizidae (Old World Buntings),Emberiza_cia
Godlewski's Bunting,Emberiza godlewskii,Passeriformes,Emberizidae (Old World Buntings),Emberiza_godlewskii
Meadow Bunting,Emberiza cioides,Passeriformes,Emberizidae (Old World Buntings),Emberiza_cioides
Cirl Bunting,Emberiza cirlus,Passeriformes,Emberizidae (Old World Buntings),Emberiza_cirlus
Chestnut-breasted Bunting,Emberiza stewarti,Passeriformes,Emberizidae (Old World Buntings),Emberiza_stewarti
Yellowhammer,Emberiza citrinella,Passeriformes,Emberizidae (Old World Buntings),Emberiza_citrinella
Pine Bunting,Emberiza leucocephalos,Passeriformes,Emberizidae (Old World Buntings),Emberiza_leucocephalos
Gray-necked Bunting,Emberiza buchanani,Passeriformes,Emberizidae (Old World Buntings),Emberiza_buchanani
Cinereous Bunting,Emberiza cineracea,Passeriformes,Emberizidae (Old World Buntings),Emberiza_cineracea
Ortolan Bunting,Emberiza hortulana,Passeriformes,Emberizidae (Old World Buntings),Emberiza_hortulana
Cretzschmar's Bunting,Emberiza caesia,Passeriformes,Emberizidae (Old World Buntings),Emberiza_caesia
Cabanis's Bunting,Emberiza cabanisi,Passeriformes,Emberizidae (Old World Buntings),Emberiza_cabanisi
Golden-breasted Bunting,Emberiza flaviventris,Passeriformes,Emberizidae (Old World Buntings),Emberiza_flaviventris
Somali Bunting,Emberiza poliopleura,Passeriformes,Emberizidae (Old World Buntings),Emberiza_poliopleura
Cape Bunting,Emberiza capensis,Passeriformes,Emberizidae (Old World Buntings),Emberiza_capensis
Vincent's Bunting,Emberiza vincenti,Passeriformes,Emberizidae (Old World Buntings),Emberiza_vincenti
Lark-like Bunting,Emberiza impetuani,Passeriformes,Emberizidae (Old World Buntings),Emberiza_impetuani
Socotra Bunting,Emberiza socotrana,Passeriformes,Emberizidae (Old World Buntings),Emberiza_socotrana
Cinnamon-breasted Bunting,Emberiza tahapisi,Passeriformes,Emberizidae (Old World Buntings),Emberiza_tahapisi
Gosling's Bunting,Emberiza goslingi,Passeriformes,Emberizidae (Old World Buntings),NA
House Bunting,Emberiza sahari,Passeriformes,Emberizidae (Old World Buntings),Emberiza_striolata
Striolated Bunting,Emberiza striolata,Passeriformes,Emberizidae (Old World Buntings),Emberiza_striolata
Slaty Bunting,Emberiza siemsseni,Passeriformes,Emberizidae (Old World Buntings),Latoucheornis_siemsseni
Yellow-throated Bunting,Emberiza elegans,Passeriformes,Emberizidae (Old World Buntings),Emberiza_elegans
Ochre-rumped Bunting,Emberiza yessoensis,Passeriformes,Emberizidae (Old World Buntings),Emberiza_yessoensis
Pallas's Bunting,Emberiza pallasi,Passeriformes,Emberizidae (Old World Buntings),Emberiza_pallasi
Reed Bunting,Emberiza schoeniclus,Passeriformes,Emberizidae (Old World Buntings),Emberiza_schoeniclus
Yellow-breasted Bunting,Emberiza aureola,Passeriformes,Emberizidae (Old World Buntings),Emberiza_aureola
Little Bunting,Emberiza pusilla,Passeriformes,Emberizidae (Old World Buntings),Emberiza_pusilla
